"ta","V2"
0,-0.932387628704277
0.150125,-0.480478625088405
0.300375,-0.777794735086813
0.45075,-1.30861983500623
0.60125,-1.84299085392328
0.751875,-2.47428323011946
0.902625,-3.34274530877802
1.0535,-3.20010590526126
1.2045,-2.31905909746276
1.355625,-1.27138093751053
1.506875,-1.22598150603319
1.65825,-1.8789517911871
1.80975,-2.89266126317073
1.961375,-2.89186591025419
2.113125,-2.40819178097274
2.265,-2.35027367383643
2.417,-2.54855247335558
2.569125,-1.75367102902285
2.721375,-0.496961934592522
2.87375,0.136627859119176
3.02625,-1.08554571761788
3.178875,-2.44709656386572
3.331625,-1.55976315345192
3.4845,0.184364981556921
3.6375,0.254557510119961
3.790625,-0.34902327460542
3.943875,0.153719654449433
4.09725,1.14417232409701
4.25075,0.568752276912965
4.404375,-1.10670395296848
4.558125,-2.20254993511714
4.712,-1.47336112407744
4.866,0.191770270678477
5.020125,0.961406915114844
5.174375,0.394676879138394
5.32875,-0.525888193202401
5.48325,-0.250240955619153
5.637875,0.43440051221815
5.792625,0.119060268534901
5.9475,-1.19272251152464
6.1025,-0.946282154150764
6.257625,1.2123299917851
6.412875,2.38974608594743
6.56825,1.19354236165832
6.72375,-0.860677718357236
6.879375,-0.967016474569384
7.035125,-0.0384424714143065
7.191,-0.584553351665334
7.347,-1.51607163676616
7.503125,-0.497360576525765
7.659375,0.860453099404941
7.81575,0.491637673636394
7.97225,-0.960266938429733
8.128875,-2.36283551895824
8.285625,-2.67815576217933
8.4425,-1.92775051946967
8.5995,-0.80747223324501
8.756625,-0.655590950889458
8.913875,-0.94275718076052
9.07125,-0.0986056874595033
9.22875,0.931653595029392
9.386375,0.573414756196735
9.544125,-1.33138032829718
9.702,-1.87534222744039
9.86,-0.409696358603548
10.018125,0.697299776161017
10.176375,-0.0767849907526942
10.33475,-0.8765211301957
10.49325,-1.01217365457975
10.651875,-1.08385985057723
10.810625,-2.32307017698339
10.9695,-3.40557723396575
11.1285,-2.25447091858629
11.287625,-1.71483950320889
11.446875,-1.63048142763819
11.60625,-1.95317586284188
11.76575,-1.92510550992921
11.925375,-2.47291097514004
12.085125,-3.00432478346927
12.245,-2.75891265093219
12.405,-2.14172062411001
12.565125,-1.87232951069006
12.725375,-1.45029462141775
12.88575,-0.651320665168906
13.04625,-0.639834585300626
13.206875,-2.02340125981983
13.367625,-2.86673551087827
13.5285,-3.02631193378089
13.6895,-3.11950352382848
13.850625,-2.53108029976657
14.011875,-1.65274238259886
14.17325,-0.899262707203063
14.33475,-1.23222473177336
14.496375,-2.34141693432165
14.658125,-2.0185994565067
14.82,-1.58141634355619
14.982,-2.18205206124334
15.144125,-2.30601634466969
15.306375,-0.790200913725853
15.46875,-0.17026987875649
15.63125,-0.963542411442047
15.793875,-2.29641243218144
15.956625,-2.58857194521348
16.1195,-2.21140660435257
16.2825,-2.49590852855032
16.445625,-2.71402275964165
16.608875,-2.19229699307574
16.77225,-1.72416029167196
16.93575,-1.23137692694654
17.099375,-1.37507802009346
17.263125,-2.49194527661312
17.427,-3.10131390162788
17.591,-2.54253887056394
17.755125,-0.946839653255413
17.919375,-0.490714838755092
18.08375,-1.25077328097768
18.24825,-1.53376789708162
18.412875,-0.467832015564661
18.577625,-0.228096806498405
18.7425,-1.92488585748381
18.9075,-3.05708177021406
19.072625,-1.61472863129083
19.237875,0.0960159941125271
19.40325,-0.385050279370129
19.56875,-1.08312803538508
19.734375,-0.980097463830211
19.900125,-0.833605224355219
20.066,-1.45471903908728
20.232,-2.02517596673919
20.398125,-1.9179817002464
20.564375,-1.50620344657052
20.73075,-0.244310898980544
20.89725,0.560967489225948
21.063875,-0.00284173473418786
21.230625,-0.874499996650436
21.3975,-0.58481204929288
21.5645,0.545506963952141
21.731625,0.880670440575192
21.898875,-0.297543692701608
22.06625,0.251574064725366
22.23375,1.87492878905052
22.401375,2.0119767393513
22.569125,0.39067828251507
22.737,-0.785720748810951
22.905,-0.232081098421335
23.073125,-0.180871360871084
23.241375,-0.838579101988621
23.40975,-0.821062012858433
23.57825,-0.244152003862007
23.746875,-0.730587791706572
23.915625,-1.09942358922034
24.0845,-1.22376346832442
24.2535,-1.11507846210542
24.422625,-1.52826357713616
24.591875,-1.78104084108927
24.76125,-0.399612690184225
24.93075,0.0328799014271831
25.100375,-0.542135994830145
25.270125,-0.297086823978711
25.44,0.132174528547715
25.61,-0.362153595439178
25.780125,-1.27067523369206
25.950375,-1.15125780455597
